Place Name,Total Transactions count,Total Amount,Quarter,Year,State
bhilwara district,22210445,37982785217.26295,3,2022,rajasthan
banswara district,2551714,4868669663.686186,3,2022,rajasthan
dungarpur district,1877661,3540885656.217245,3,2022,rajasthan
tonk district,9710550,14504363314.95301,3,2022,rajasthan
jodhpur district,44177624,78522559026.67796,3,2022,rajasthan
karauli district,5485874,8907060018.165571,3,2022,rajasthan
udaipur district,17437737,26920987876.540882,3,2022,rajasthan
dausa district,12485930,17906746198.244762,3,2022,rajasthan
nagaur district,17110682,34696357961.379196,3,2022,rajasthan
bharatpur district,8864216,15557212790.848461,3,2022,rajasthan
barmer district,13922134,27600044726.48351,3,2022,rajasthan
ajmer district,28082495,49547976214.07847,3,2022,rajasthan
chittorgarh district,8973197,15910570305.152481,3,2022,rajasthan
hanumangarh district,8622983,16877518968.36863,3,2022,rajasthan
pratapgarh district,2199404,3978539086.514776,3,2022,rajasthan
sawai madhopur district,8296430,11364739097.257,3,2022,rajasthan
jalore district,5150635,12265545245.71053,3,2022,rajasthan
bikaner district,15580963,27371553576.15289,3,2022,rajasthan
sikar district,21334188,40269671901.04936,3,2022,rajasthan
dholpur district,3455237,6522103060.292556,3,2022,rajasthan
sirohi district,4160902,7173102737.4551525,3,2022,rajasthan
rajsamand district,5484975,10019131487.4964,3,2022,rajasthan
jaisalmer district,5783678,9725918865.998837,3,2022,rajasthan
bundi district,5110230,7814818175.588695,3,2022,rajasthan
jhalawar district,5868488,9351119284.03515,3,2022,rajasthan
alwar district,35823235,53614596972.02946,3,2022,rajasthan
kota district,22439613,32238127933.327984,3,2022,rajasthan
jhunjhunu district,12774366,24776793676.52417,3,2022,rajasthan
pali district,10687142,19884419970.4767,4,2022,rajasthan
ganganagar district,14030401,25826856912.73036,4,2022,rajasthan
churu district,9452402,20708697989.79863,4,2022,rajasthan
jaipur district,404922774,635458549842.8215,4,2022,rajasthan
baran district,5031278,8386783739.108583,4,2022,rajasthan
bhilwara district,27720484,47886590518.51659,4,2022,rajasthan
banswara district,3121397,5651556910.360752,4,2022,rajasthan
dungarpur district,2237173,4156369821.174698,4,2022,rajasthan
tonk district,10011229,15727892323.595812,4,2022,rajasthan
jodhpur district,65465040,116215227388.4156,4,2022,rajasthan
karauli district,6393789,10633788953.194689,4,2022,rajasthan
udaipur district,26954261,41938245496.56419,4,2022,rajasthan
dausa district,14234349,21761198700.450893,4,2022,rajasthan
nagaur district,20286836,43215070664.439026,4,2022,rajasthan
bharatpur district,11015440,19248137810.64759,4,2022,rajasthan
barmer district,15852440,31377555272.69087,4,2022,rajasthan
ajmer district,27641155,51933913055.118645,4,2022,rajasthan
chittorgarh district,9828534,18083165087.10632,4,2022,rajasthan
hanumangarh district,9449022,19615022393.032658,4,2022,rajasthan
pratapgarh district,2356939,4292007343.018534,4,2022,rajasthan
sawai madhopur district,8855496,13187564165.09026,4,2022,rajasthan
jalore district,6459635,15044710483.351719,4,2022,rajasthan
bikaner district,16072144,30210151812.09784,4,2022,rajasthan
sikar district,23710055,48095846111.824425,4,2022,rajasthan
dholpur district,4127164,7920407018.54721,4,2022,rajasthan
sirohi district,4625219,8190561974.079561,4,2022,rajasthan
rajsamand district,6151542,11284318473.012932,4,2022,rajasthan
jaisalmer district,6820292,12276117814.19853,4,2022,rajasthan
bundi district,5866314,9265489222.776516,4,2022,rajasthan
jhalawar district,6716599,11281766014.824902,4,2022,rajasthan
alwar district,38922404,61077684974.04574,4,2022,rajasthan
kota district,26571402,37841298987.05793,4,2022,rajasthan
jhunjhunu district,13984497,29279732154.496353,4,2022,rajasthan
south district,11355,16098282.74814038,1,2018,sikkim
west district,4845,7468491.334182342,1,2018,sikkim
east district,24432,35907388.05486955,1,2018,sikkim
north district,3446,5176776.803176152,1,2018,sikkim
south district,16740,27651617.53453527,2,2018,sikkim
west district,10671,19368446.48352459,2,2018,sikkim
east district,40432,83823658.19224699,2,2018,sikkim
north district,6735,12849363.319488721,2,2018,sikkim
south district,24662,40036375.9623436,3,2018,sikkim
west district,14121,33797876.56771384,3,2018,sikkim
east district,59571,133322127.0282345,3,2018,sikkim
north district,10146,27923847.3950256,3,2018,sikkim
south district,34495,60113689.048481904,4,2018,sikkim
west district,19567,51859359.64770544,4,2018,sikkim
east district,84485,216960325.3514889,4,2018,sikkim
north district,15986,54207984.03057738,4,2018,sikkim
south district,47506,76869333.72007152,1,2019,sikkim
west district,21489,46329216.02416058,1,2019,sikkim
east district,155482,291845617.9832262,1,2019,sikkim
north district,15810,42949466.65663589,1,2019,sikkim
south district,45712,82937894.82004634,2,2019,sikkim
west district,26024,63325567.84238531,2,2019,sikkim
east district,297652,538259507.8024242,2,2019,sikkim
north district,18856,54371272.971085116,2,2019,sikkim
south district,61142,106415589.26391,3,2019,sikkim
west district,33550,66514136.57564781,3,2019,sikkim
east district,429201,643298304.6767757,3,2019,sikkim
north district,28543,68488417.92409426,3,2019,sikkim
south district,73099,121803196.1460472,4,2019,sikkim
west district,43955,92445262.76900172,4,2019,sikkim
east district,616761,877636921.1534437,4,2019,sikkim
north district,33255,84624221.58772576,4,2019,sikkim
south district,82456,138401236.4081525,1,2020,sikkim
west district,49913,100981561.51060592,1,2020,sikkim
east district,360279,729478141.5689781,1,2020,sikkim
north district,35470,84615332.45666516,1,2020,sikkim
south district,95669,152837659.2195682,2,2020,sikkim
west district,69860,121265798.69496222,2,2020,sikkim
east district,304581,653853477.4965272,2,2020,sikkim
north district,47621,126661852.8502087,2,2020,sikkim
south district,104888,202497013.72661647,3,2020,sikkim
west district,79994,165556236.37028113,3,2020,sikkim
east district,353881,869648385.4220288,3,2020,sikkim
north district,57672,163225093.14147192,3,2020,sikkim
south district,130339,292804584.22659683,4,2020,sikkim
west district,95163,245657098.1295363,4,2020,sikkim
east district,428732,1129627876.117159,4,2020,sikkim
north district,80801,251186246.6496318,4,2020,sikkim
south district,127233,310128541.2402867,1,2021,sikkim
west district,88532,254432217.495255,1,2021,sikkim
east district,516158,1432658383.1323361,1,2021,sikkim
north district,68266,220448584.97284672,1,2021,sikkim
south district,157530,344012187.23706484,2,2021,sikkim
west district,102322,248942844.21008113,2,2021,sikkim
east district,635504,1575867390.7924502,2,2021,sikkim
north district,81358,256077157.4357005,2,2021,sikkim
south district,188063,416609481.7028274,3,2021,sikkim
west district,116665,312940476.1654818,3,2021,sikkim
east district,757493,1937906268.9017413,3,2021,sikkim
north district,98373,321880637.0383411,3,2021,sikkim
south district,238464,546711693.4617903,4,2021,sikkim
west district,146397,436365769.14490384,4,2021,sikkim
east district,1071092,2791933180.383818,4,2021,sikkim
north district,128392,421772618.6452949,4,2021,sikkim
south district,281076,619438912.3531296,1,2022,sikkim
west district,165446,468296204.3106276,1,2022,sikkim
east district,1173942,2887894588.743505,1,2022,sikkim
north district,123838,391801570.4561584,1,2022,sikkim
south district,391808,756330708.2028978,2,2022,sikkim
west district,215921,578171483.893582,2,2022,sikkim
east district,1540255,3736097005.542384,2,2022,sikkim
north district,174097,540506472.6682708,2,2022,sikkim
south district,406488,760409362.3196087,3,2022,sikkim
west district,204845,503543689.90772784,3,2022,sikkim
east district,1604446,3375012613.049149,3,2022,sikkim
north district,180979,523914878.6149709,3,2022,sikkim
south district,410951,731151545.284701,4,2022,sikkim
west district,222875,569473212.1510196,4,2022,sikkim
east district,2227237,4615052808.218626,4,2022,sikkim
north district,197276,542707823.7654651,4,2022,sikkim
tiruchirappalli district,149186,262528157.21513468,1,2018,tamil-nadu
ramanathapuram district,24581,45696810.24106984,1,2018,tamil-nadu
krishnagiri district,153618,253907426.24551618,1,2018,tamil-nadu
cuddalore district,89956,139521484.6215473,1,2018,tamil-nadu
kancheepuram district,308279,538409899.0029244,1,2018,tamil-nadu
tiruppur district,239740,423271979.6901945,1,2018,tamil-nadu
dharmapuri district,63975,104176495.5090033,1,2018,tamil-nadu
thoothukkudi district,37172,55782894.980059884,1,2018,tamil-nadu
thanjavur district,88574,145796314.2349676,1,2018,tamil-nadu
madurai district,129858,232151304.34595773,1,2018,tamil-nadu
tiruvannamalai district,72372,91216191.60044219,1,2018,tamil-nadu
salem district,219916,375963971.6782604,1,2018,tamil-nadu
nagapattinam district,25394,46160213.43216584,1,2018,tamil-nadu
tirupathur district,38799,56805034.73148119,1,2018,tamil-nadu
ariyalur district,16068,28339477.98730652,1,2018,tamil-nadu
chennai district,2656230,4281137762.522443,1,2018,tamil-nadu
the nilgiris district,29334,55552425.89904122,1,2018,tamil-nadu
erode district,114560,198072372.78111732,1,2018,tamil-nadu
karur district,42198,76141519.7297589,1,2018,tamil-nadu
kallakkurichi district,32666,53643331.732373156,1,2018,tamil-nadu
viluppuram district,59239,96341148.19973631,1,2018,tamil-nadu
pudukkottai district,35973,65083487.93183672,1,2018,tamil-nadu
perambalur district,13293,19364164.45474417,1,2018,tamil-nadu
coimbatore district,533919,913824434.6276876,1,2018,tamil-nadu
virudhunagar district,40154,64399880.89336612,1,2018,tamil-nadu
dindigul district,65863,118771377.4496328,1,2018,tamil-nadu
sivaganga district,34130,63944318.44032206,1,2018,tamil-nadu
tenkasi district,24822,39439630.85720312,1,2018,tamil-nadu
chengalpattu district,569483,1030187164.9716309,1,2018,tamil-nadu
kanniyakumari district,44474,72304912.26185375,1,2018,tamil-nadu
tirunelveli district,50976,96759984.01749645,1,2018,tamil-nadu
thiruvallur district,413340,730210413.6566752,1,2018,tamil-nadu
theni district,33275,54074355.481018536,1,2018,tamil-nadu
ranipet district,50346,68782429.03208953,1,2018,tamil-nadu
namakkal district,99497,178022610.2001903,1,2018,tamil-nadu
vellore district,104902,153394007.9380332,1,2018,tamil-nadu
thiruvarur district,20460,32378308.92221385,1,2018,tamil-nadu
tiruchirappalli district,245903,507249777.3551696,2,2018,tamil-nadu
ramanathapuram district,41164,95315460.36915746,2,2018,tamil-nadu
krishnagiri district,240421,518922355.1506287,2,2018,tamil-nadu
cuddalore district,135570,254106751.8993754,2,2018,tamil-nadu
kancheepuram district,460276,926687779.5176953,2,2018,tamil-nadu
tiruppur district,391330,829169121.0692805,2,2018,tamil-nadu
dharmapuri district,98177,198033255.2159176,2,2018,tamil-nadu
thoothukkudi district,59562,110287284.95387961,2,2018,tamil-nadu
thanjavur district,124870,260046384.133076,2,2018,tamil-nadu
madurai district,213788,460415565.2125236,2,2018,tamil-nadu
tiruvannamalai district,103318,171723407.4021955,2,2018,tamil-nadu
salem district,333175,709542959.1656411,2,2018,tamil-nadu
nagapattinam district,41103,86466039.58831243,2,2018,tamil-nadu
tirupathur district,58068,115249602.2933202,2,2018,tamil-nadu
ariyalur district,26224,55081294.94754556,2,2018,tamil-nadu
chennai district,3719593,7305357440.752292,2,2018,tamil-nadu
the nilgiris district,55793,110994324.55658571,2,2018,tamil-nadu
erode district,175257,367928461.655128,2,2018,tamil-nadu
karur district,66337,137504455.9426564,2,2018,tamil-nadu
kallakkurichi district,52388,103911012.3037998,2,2018,tamil-nadu
viluppuram district,90084,170473508.69675562,2,2018,tamil-nadu
pudukkottai district,58403,120759489.75059341,2,2018,tamil-nadu
perambalur district,20977,37294395.57430517,2,2018,tamil-nadu
coimbatore district,871802,1722112067.157432,2,2018,tamil-nadu
virudhunagar district,65145,129048297.69581081,2,2018,tamil-nadu
dindigul district,115319,243396384.034788,2,2018,tamil-nadu
sivaganga district,55874,121656962.2252763,2,2018,tamil-nadu
tenkasi district,44391,87372014.16415916,2,2018,tamil-nadu
chengalpattu district,829689,1681243536.853809,2,2018,tamil-nadu
kanniyakumari district,72489,140282942.1190908,2,2018,tamil-nadu
tirunelveli district,78667,174732671.0940293,2,2018,tamil-nadu
thiruvallur district,615860,1281039198.623536,2,2018,tamil-nadu
theni district,51064,112377995.92241679,2,2018,tamil-nadu
ranipet district,71093,136204501.1002895,2,2018,tamil-nadu
namakkal district,145248,321879409.9592361,2,2018,tamil-nadu
vellore district,130871,264336044.7169675,2,2018,tamil-nadu
thiruvarur district,32835,57642123.09460784,2,2018,tamil-nadu
tiruchirappalli district,342744,723073924.7012352,3,2018,tamil-nadu
ramanathapuram district,60779,131442381.5631196,3,2018,tamil-nadu
krishnagiri district,421247,853575950.8987745,3,2018,tamil-nadu
cuddalore district,187987,378478273.9443118,3,2018,tamil-nadu
kancheepuram district,766192,1416878619.3813162,3,2018,tamil-nadu
tiruppur district,583538,1259741718.039976,3,2018,tamil-nadu
dharmapuri district,147916,329348880.6186586,3,2018,tamil-nadu
thoothukkudi district,89821,169828310.2675374,3,2018,tamil-nadu
thanjavur district,278585,420498499.66842794,3,2018,tamil-nadu
madurai district,322515,702347696.9219126,3,2018,tamil-nadu
tiruvannamalai district,147281,281481591.55415595,3,2018,tamil-nadu
salem district,484460,980781000.3982489,3,2018,tamil-nadu
nagapattinam district,62869,130013330.05042382,3,2018,tamil-nadu
tirupathur district,81720,169304781.62115562,3,2018,tamil-nadu
ariyalur district,38743,96680828.68223691,3,2018,tamil-nadu
chennai district,5887343,10122319547.13798,3,2018,tamil-nadu
the nilgiris district,103580,182889097.6750018,3,2018,tamil-nadu
erode district,266272,545919227.8032167,3,2018,tamil-nadu
karur district,96467,215593652.68871722,3,2018,tamil-nadu
kallakkurichi district,74082,159528291.0690003,3,2018,tamil-nadu
viluppuram district,131381,258888256.9373624,3,2018,tamil-nadu
pudukkottai district,88258,194004461.8895409,3,2018,tamil-nadu
perambalur district,30141,63352508.73676075,3,2018,tamil-nadu
coimbatore district,1469560,2559173878.211163,3,2018,tamil-nadu
virudhunagar district,93460,204113703.4823013,3,2018,tamil-nadu
dindigul district,169183,369315588.0269084,3,2018,tamil-nadu
sivaganga district,83843,201469521.9158269,3,2018,tamil-nadu
tenkasi district,79752,137939888.5906233,3,2018,tamil-nadu
chengalpattu district,1337462,2362109205.940035,3,2018,tamil-nadu
kanniyakumari district,98676,207727734.9880998,3,2018,tamil-nadu
tirunelveli district,129280,265496869.7978359,3,2018,tamil-nadu
thiruvallur district,957503,1926378414.664647,3,2018,tamil-nadu
theni district,74842,164986424.99007928,3,2018,tamil-nadu
ranipet district,104100,201826720.6535424,3,2018,tamil-nadu
namakkal district,226575,464581650.06138545,3,2018,tamil-nadu
vellore district,209932,386936905.8516408,3,2018,tamil-nadu
thiruvarur district,45989,92064901.75965646,3,2018,tamil-nadu
tiruchirappalli district,521026,1117403132.556823,4,2018,tamil-nadu
ramanathapuram district,90608,207229163.5948879,4,2018,tamil-nadu
krishnagiri district,593519,1260396240.123799,4,2018,tamil-nadu
cuddalore district,294247,572315407.3945904,4,2018,tamil-nadu
kancheepuram district,1161731,2100098547.5513413,4,2018,tamil-nadu
tiruppur district,811860,1780229997.978594,4,2018,tamil-nadu
dharmapuri district,247249,536806090.41265815,4,2018,tamil-nadu
thoothukkudi district,141155,272818734.9901414,4,2018,tamil-nadu
thanjavur district,278646,542255739.7365916,4,2018,tamil-nadu
madurai district,474612,1067216902.88037,4,2018,tamil-nadu
tiruvannamalai district,242571,468651175.40105104,4,2018,tamil-nadu
salem district,696312,1471377592.286099,4,2018,tamil-nadu
nagapattinam district,96224,186021593.0036568,4,2018,tamil-nadu
tirupathur district,143871,291583053.6924112,4,2018,tamil-nadu
ariyalur district,62904,129214698.2049112,4,2018,tamil-nadu
chennai district,8007699,14632395110.56675,4,2018,tamil-nadu
the nilgiris district,134481,283004973.0986871,4,2018,tamil-nadu
erode district,386966,835595470.3091648,4,2018,tamil-nadu
karur district,146709,306020888.90528935,4,2018,tamil-nadu
kallakkurichi district,126126,268522823.9222555,4,2018,tamil-nadu
viluppuram district,214391,408880677.5429604,4,2018,tamil-nadu
pudukkottai district,138821,301769878.2607471,4,2018,tamil-nadu
perambalur district,50639,104392907.1335365,4,2018,tamil-nadu
coimbatore district,1902305,3656789906.0199094,4,2018,tamil-nadu
virudhunagar district,157442,327805716.231165,4,2018,tamil-nadu
dindigul district,243534,559786657.1867274,4,2018,tamil-nadu
sivaganga district,128594,293589030.5548705,4,2018,tamil-nadu
tenkasi district,106431,205216635.26106247,4,2018,tamil-nadu
chengalpattu district,1974233,3371036660.9159293,4,2018,tamil-nadu
kanniyakumari district,151693,344942162.4855958,4,2018,tamil-nadu
tirunelveli district,167911,383033218.90277904,4,2018,tamil-nadu
thiruvallur district,1578958,2979682370.963098,4,2018,tamil-nadu
theni district,113542,276985851.7403515,4,2018,tamil-nadu
ranipet district,185758,354380535.4720969,4,2018,tamil-nadu
namakkal district,297669,682145913.4085293,4,2018,tamil-nadu
vellore district,311703,577960235.4731153,4,2018,tamil-nadu
thiruvarur district,75304,144518281.7328139,4,2018,tamil-nadu
tiruchirappalli district,739515,1460934059.6618772,1,2019,tamil-nadu
ramanathapuram district,117510,261212990.57586712,1,2019,tamil-nadu
krishnagiri district,848874,1549327562.475432,1,2019,tamil-nadu
cuddalore district,371882,699951874.4703772,1,2019,tamil-nadu
kancheepuram district,1732340,2735468905.1703753,1,2019,tamil-nadu
tiruppur district,1078231,2186722074.2626576,1,2019,tamil-nadu
dharmapuri district,331500,668652808.0588444,1,2019,tamil-nadu
thoothukkudi district,180015,359895560.14600235,1,2019,tamil-nadu
thanjavur district,405498,669639245.9756603,1,2019,tamil-nadu
madurai district,662080,1386372054.513937,1,2019,tamil-nadu
tiruvannamalai district,335517,587600686.1729097,1,2019,tamil-nadu
salem district,949562,1916555034.695397,1,2019,tamil-nadu
nagapattinam district,124400,244377942.6722074,1,2019,tamil-nadu
tirupathur district,202883,385038982.587596,1,2019,tamil-nadu
ariyalur district,73816,152352863.7204273,1,2019,tamil-nadu
chennai district,11642449,18810971714.513683,1,2019,tamil-nadu
the nilgiris district,158492,309832942.5684387,1,2019,tamil-nadu
erode district,530256,1057858607.5326339,1,2019,tamil-nadu
karur district,185137,377068327.0145311,1,2019,tamil-nadu
kallakkurichi district,156496,337609667.6977157,1,2019,tamil-nadu
viluppuram district,286859,514030368.82836896,1,2019,tamil-nadu
pudukkottai district,184227,348619009.3228488,1,2019,tamil-nadu
perambalur district,67010,140622320.1727047,1,2019,tamil-nadu
coimbatore district,2709665,5072064993.630945,1,2019,tamil-nadu
virudhunagar district,222473,434593501.06841797,1,2019,tamil-nadu
dindigul district,296645,653290732.3983055,1,2019,tamil-nadu
sivaganga district,159965,364945762.4726825,1,2019,tamil-nadu
tenkasi district,126012,235423158.3782131,1,2019,tamil-nadu
chengalpattu district,3285713,4918695631.396447,1,2019,tamil-nadu
kanniyakumari district,181053,403789101.66413933,1,2019,tamil-nadu
tirunelveli district,206676,446437662.99563986,1,2019,tamil-nadu
thiruvallur district,2305713,3957616692.241628,1,2019,tamil-nadu
theni district,141271,316272934.58338934,1,2019,tamil-nadu
ranipet district,275147,468967113.3991915,1,2019,tamil-nadu
namakkal district,381248,779612379.6185098,1,2019,tamil-nadu
vellore district,521653,796074971.7121506,1,2019,tamil-nadu
thiruvarur district,97262,195536577.76177222,1,2019,tamil-nadu
tiruchirappalli district,776306,1748258486.294492,2,2019,tamil-nadu
ramanathapuram district,123783,296811295.8616359,2,2019,tamil-nadu
krishnagiri district,663016,1504554589.80862,2,2019,tamil-nadu
cuddalore district,338724,724326506.6539905,2,2019,tamil-nadu
kancheepuram district,1656532,2936409443.598878,2,2019,tamil-nadu
tiruppur district,1179119,2631888252.799778,2,2019,tamil-nadu
dharmapuri district,323447,750439298.4748436,2,2019,tamil-nadu
thoothukkudi district,185632,412772487.6535857,2,2019,tamil-nadu
thanjavur district,339651,680121355.5242591,2,2019,tamil-nadu
madurai district,741073,1703311128.18451,2,2019,tamil-nadu
tiruvannamalai district,321071,651936392.503907,2,2019,tamil-nadu
salem district,1018100,2340941775.7458673,2,2019,tamil-nadu
nagapattinam district,134853,288878413.07613444,2,2019,tamil-nadu
tirupathur district,206045,439049538.03820497,2,2019,tamil-nadu
ariyalur district,78382,182726352.9046266,2,2019,tamil-nadu
chennai district,10577435,20366477248.325928,2,2019,tamil-nadu
the nilgiris district,137469,343730237.7547302,2,2019,tamil-nadu
erode district,618730,1395266699.39232,2,2019,tamil-nadu
karur district,179180,416267818.15522075,2,2019,tamil-nadu
kallakkurichi district,166891,378429511.93736297,2,2019,tamil-nadu
viluppuram district,277403,576610926.2303933,2,2019,tamil-nadu
pudukkottai district,142843,321121330.503316,2,2019,tamil-nadu
perambalur district,71612,161197712.5657695,2,2019,tamil-nadu
coimbatore district,3191687,7063644440.487608,2,2019,tamil-nadu
virudhunagar district,214026,465084869.3948114,2,2019,tamil-nadu
dindigul district,288758,696936336.7798494,2,2019,tamil-nadu
sivaganga district,152693,372992810.14221174,2,2019,tamil-nadu
tenkasi district,110318,247940691.2512072,2,2019,tamil-nadu
chengalpattu district,3719692,5655296088.730307,2,2019,tamil-nadu
kanniyakumari district,207995,466208102.0994936,2,2019,tamil-nadu
tirunelveli district,198144,472709052.2940883,2,2019,tamil-nadu
thiruvallur district,2486358,4674408137.818318,2,2019,tamil-nadu
theni district,141459,356493376.3471781,2,2019,tamil-nadu
ranipet district,252482,511118431.896072,2,2019,tamil-nadu
namakkal district,329353,809609337.9236962,2,2019,tamil-nadu
vellore district,527517,961718767.3510635,2,2019,tamil-nadu
thiruvarur district,93958,201988781.2533109,2,2019,tamil-nadu
tiruchirappalli district,1028271,2283457398.7735853,3,2019,tamil-nadu
ramanathapuram district,164056,364511483.7921167,3,2019,tamil-nadu
krishnagiri district,906439,1897364248.773857,3,2019,tamil-nadu
cuddalore district,429418,854430041.4558712,3,2019,tamil-nadu
kancheepuram district,2374121,3749463855.838708,3,2019,tamil-nadu
tiruppur district,1583318,3459384833.856631,3,2019,tamil-nadu
dharmapuri district,404500,892434523.6141176,3,2019,tamil-nadu
thoothukkudi district,251434,514591122.2093332,3,2019,tamil-nadu
thanjavur district,499378,862709786.020551,3,2019,tamil-nadu
madurai district,1004838,2163231649.618825,3,2019,tamil-nadu
tiruvannamalai district,408695,788782442.4394717,3,2019,tamil-nadu
salem district,1348219,3089948772.2836013,3,2019,tamil-nadu
nagapattinam district,182524,374062397.5494798,3,2019,tamil-nadu
tirupathur district,280191,551887987.5341959,3,2019,tamil-nadu
ariyalur district,102318,210754842.565796,3,2019,tamil-nadu
chennai district,11333032,23024193806.41262,3,2019,tamil-nadu
the nilgiris district,172729,366416212.008214,3,2019,tamil-nadu
erode district,824050,1809433458.671044,3,2019,tamil-nadu
karur district,233312,527606128.129179,3,2019,tamil-nadu
kallakkurichi district,214180,462594169.67592186,3,2019,tamil-nadu
viluppuram district,347727,691014122.5419819,3,2019,tamil-nadu
pudukkottai district,195452,403435245.8525533,3,2019,tamil-nadu
perambalur district,97443,202989238.0194384,3,2019,tamil-nadu
coimbatore district,4303835,9457627886.22332,3,2019,tamil-nadu
virudhunagar district,286960,603050825.4211078,3,2019,tamil-nadu
dindigul district,411188,865233220.4260746,3,2019,tamil-nadu
sivaganga district,203568,461238657.754354,3,2019,tamil-nadu
tenkasi district,149611,316677496.8906262,3,2019,tamil-nadu
chengalpattu district,5765425,7255276540.840912,3,2019,tamil-nadu
kanniyakumari district,293582,576372340.2691851,3,2019,tamil-nadu
tirunelveli district,266559,571521395.652529,3,2019,tamil-nadu
thiruvallur district,3497534,5790229760.583483,3,2019,tamil-nadu
theni district,182650,415596823.8817531,3,2019,tamil-nadu
ranipet district,319434,621745958.3633249,3,2019,tamil-nadu
namakkal district,436893,1016896335.2618281,3,2019,tamil-nadu
vellore district,776654,1201803229.538847,3,2019,tamil-nadu
thiruvarur district,130645,261636404.89624792,3,2019,tamil-nadu
tiruchirappalli district,1364259,2850823022.861631,4,2019,tamil-nadu
ramanathapuram district,217020,466879310.9724102,4,2019,tamil-nadu
krishnagiri district,1302647,2599923579.4841228,4,2019,tamil-nadu
cuddalore district,554320,1069462594.6879781,4,2019,tamil-nadu
kancheepuram district,3134851,4643283492.789846,4,2019,tamil-nadu
tiruppur district,2020118,4339514037.303126,4,2019,tamil-nadu
dharmapuri district,545240,1179249689.094372,4,2019,tamil-nadu
thoothukkudi district,334748,673765706.7351946,4,2019,tamil-nadu
thanjavur district,634748,1089380865.897102,4,2019,tamil-nadu
madurai district,1315576,2775348044.296371,4,2019,tamil-nadu
tiruvannamalai district,561787,1076989969.076159,4,2019,tamil-nadu
salem district,1754893,3897469229.2628374,4,2019,tamil-nadu
nagapattinam district,234840,461426174.7325589,4,2019,tamil-nadu
tirupathur district,385208,757709091.2759188,4,2019,tamil-nadu
ariyalur district,135252,270334848.5944755,4,2019,tamil-nadu
chennai district,16437269,31810645818.30885,4,2019,tamil-nadu
the nilgiris district,254745,537415179.52037,4,2019,tamil-nadu
erode district,1092587,2315486948.9064217,4,2019,tamil-nadu
karur district,303847,651278224.9980934,4,2019,tamil-nadu
kallakkurichi district,293430,615206202.5476354,4,2019,tamil-nadu
viluppuram district,478192,911152034.842142,4,2019,tamil-nadu
pudukkottai district,250329,513371629.4764075,4,2019,tamil-nadu
perambalur district,130104,262954158.27917007,4,2019,tamil-nadu
coimbatore district,5937176,11949970482.92373,4,2019,tamil-nadu
virudhunagar district,371435,780408757.3399825,4,2019,tamil-nadu
dindigul district,570988,1157558219.820724,4,2019,tamil-nadu
sivaganga district,293949,681274042.3255894,4,2019,tamil-nadu
tenkasi district,193559,403713924.4305418,4,2019,tamil-nadu
chengalpattu district,7809082,9083457170.596088,4,2019,tamil-nadu
kanniyakumari district,421655,795547991.566875,4,2019,tamil-nadu
tirunelveli district,360780,745395226.0570003,4,2019,tamil-nadu
thiruvallur district,4441180,7308502938.397884,4,2019,tamil-nadu
theni district,256489,559543041.1831771,4,2019,tamil-nadu
ranipet district,421689,816050436.4792322,4,2019,tamil-nadu
namakkal district,559495,1234659045.041433,4,2019,tamil-nadu
vellore district,1053293,1572585255.604042,4,2019,tamil-nadu
thiruvarur district,169631,333129126.8343694,4,2019,tamil-nadu
tiruchirappalli district,1199094,2346754055.982828,1,2020,tamil-nadu
ramanathapuram district,268096,551491648.9763203,1,2020,tamil-nadu
krishnagiri district,1806032,3381602583.5674124,1,2020,tamil-nadu
cuddalore district,669682,1217389579.539032,1,2020,tamil-nadu
kancheepuram district,3618880,5144042351.014134,1,2020,tamil-nadu
tiruppur district,1918620,3829323477.068222,1,2020,tamil-nadu
dharmapuri district,710147,1428767862.8124611,1,2020,tamil-nadu
thoothukkudi district,429017,812706179.7567608,1,2020,tamil-nadu
thanjavur district,741474,1219035469.0939271,1,2020,tamil-nadu
madurai district,1334450,2667507196.774731,1,2020,tamil-nadu
tiruvannamalai district,701438,1285320071.087371,1,2020,tamil-nadu
salem district,1816883,3938965855.265399,1,2020,tamil-nadu
nagapattinam district,286488,547649427.1614035,1,2020,tamil-nadu
tirupathur district,497274,918744039.3870187,1,2020,tamil-nadu
ariyalur district,165086,313673706.1626035,1,2020,tamil-nadu
chennai district,21747309,40923609646.495,1,2020,tamil-nadu
the nilgiris district,286999,541866233.1436044,1,2020,tamil-nadu
erode district,1099499,2216542209.891259,1,2020,tamil-nadu
karur district,295868,575547948.160764,1,2020,tamil-nadu
kallakkurichi district,389050,749829658.2291651,1,2020,tamil-nadu
viluppuram district,597802,1047289608.22813,1,2020,tamil-nadu
pudukkottai district,311955,586368876.6260985,1,2020,tamil-nadu
perambalur district,145161,268745282.7205156,1,2020,tamil-nadu
coimbatore district,6238270,11125605562.45218,1,2020,tamil-nadu
virudhunagar district,479760,905206376.5507178,1,2020,tamil-nadu
dindigul district,709993,1404557847.013685,1,2020,tamil-nadu
sivaganga district,325464,668117971.0738193,1,2020,tamil-nadu
tenkasi district,243203,464791849.4344314,1,2020,tamil-nadu
chengalpattu district,8891884,10378205348.593521,1,2020,tamil-nadu
kanniyakumari district,496514,897557961.7598515,1,2020,tamil-nadu
tirunelveli district,456558,862756791.3530397,1,2020,tamil-nadu
thiruvallur district,5190597,8255497494.992451,1,2020,tamil-nadu
